brand,retailed id,invoice date,region,state,city,unit sold,operating profit,operating margin,sales method,product name,product id
Nike,c72c1fe3-72c2-4a16-b9eb-4168104556e5,20-05-2024,North,Delhi,New Delhi,17,406.66,21.86,Online,Nike Air Max,P1001
Nike,73b6a09b-1bea-46ac-97fa-7f0483639007,14-07-2024,East,Bihar,Patna,85,4039.44,73.68,Retail,Nike Metcon,P1005
Nike,0b19f88e-9d77-445e-b206-c26938b77c07,09-10-2024,North,Delhi,New Delhi,21,497.19,20.32,Retail,Nike ZoomX,P1002
Nike,a8addf36-ddf2-45eb-a8a3-f341c8819065,21-07-2024,North,Delhi,New Delhi,73,2298.18,36.78,Online,Nike React,P1004
Nike,f6ca6b8b-a4b1-4991-b542-46464d37a539,13-01-2024,East,West Bengal,Kolkata,45,2092.62,74.91,Retail,Nike Pegasus,P1003
Nike,d8e88ebb-7a9e-4eef-bfa3-61be0f9240e1,04-06-2024,South,Kerala,Trivandrum,62,2131,52.67,Wholesale,Nike React,P1004
Nike,7d824264-1ba3-42e7-afa4-15e56d204496,03-10-2024,West,Maharashtra,Pune,92,2527.65,22.96,Wholesale,Nike ZoomX,P1002
Nike,e63658c9-12d0-498d-b18d-4d05e8e22743,01-02-2024,North,Punjab,Amritsar,79,2395.36,32.28,Retail,Nike React,P1004
Nike,10d08d11-25f9-44bf-9bb9-61555275eb94,19-02-2024,East,Odisha,Cuttack,13,492.88,61.39,Retail,Nike ZoomX,P1002
Nike,95da75c1-a211-40f9-9fd3-4579466772ce,31-07-2024,East,West Bengal,Siliguri,55,2749.35,42.21,Wholesale,Nike Metcon,P1005
Nike,fe9fecaa-6182-4347-933f-5a72b64fa54a,20-08-2024,North,Delhi,New Delhi,78,1690.83,18.1,Wholesale,Nike Pegasus,P1003
Nike,816bcb9f-7426-4193-8b7e-6b3c87d292a6,23-08-2024,South,Kerala,Trivandrum,32,867.09,34.26,Online,Nike Pegasus,P1003
Nike,b3a7d0e0-cb08-487d-9963-c26d6e218b09,14-02-2024,East,Bihar,Patna,82,1989.57,20.76,Wholesale,Nike Pegasus,P1003
Nike,e0b15aba-a6a2-4967-a79b-44b6da509fed,25-10-2024,West,Rajasthan,Udaipur,72,1634.96,30.7,Online,Nike ZoomX,P1002
Nike,370bc063-dd90-479e-b888-f6ed8d244e3e,16-06-2024,South,Tamil Nadu,Coimbatore,52,1354.28,38.4,Wholesale,Nike Air Max,P1001
Nike,69efafb1-3a7e-4e14-a359-eee173991a47,11-05-2024,South,Karnataka,Bengaluru,28,1151.94,60.06,Wholesale,Nike Air Max,P1001
Nike,6a7e4c36-6613-4e69-b418-8109d3d1bf0f,10-10-2024,North,Haryana,Faridabad,57,2750.69,57.63,Wholesale,Nike Air Max,P1001
Nike,50018b7b-6d40-47f4-9003-2b3518578baf,15-09-2024,North,Punjab,Amritsar,27,1133.21,48.68,Online,Nike Pegasus,P1003
Nike,2713582c-f41e-43ac-9fd2-31094140752c,23-09-2024,West,Rajasthan,Udaipur,100,4080.68,35.26,Wholesale,Nike ZoomX,P1002
Nike,175a81ec-112f-4612-b969-9ed2ec48bf55,19-11-2024,East,West Bengal,Kolkata,49,1992.09,60.1,Wholesale,Nike React,P1004
Nike,18b87245-6e8f-45a1-97dd-ed8115da705c,16-10-2024,North,Haryana,Faridabad,14,533,33.03,Online,Nike Metcon,P1005
Nike,214f3f12-cfd0-4cbd-9f65-c8cebd21bc11,04-08-2024,South,Kerala,Kochi,28,1186.09,57.03,Retail,Nike React,P1004
Nike,8fc42092-f4e5-49e5-9622-93480f5ae9d3,06-08-2024,East,West Bengal,Kolkata,67,1873.08,37.29,Online,Nike Pegasus,P1003
Nike,692ac139-1f4a-4ca1-ab85-fd595463adc7,17-05-2024,North,Punjab,Amritsar,10,315.78,30.38,Online,Nike Air Max,P1001
Nike,c012a0ff-f0ed-4303-aa53-c19cdfa4bb9f,13-06-2024,South,Karnataka,Mysore,54,1688.06,28.49,Wholesale,Nike React,P1004
Nike,0d2b91ef-b897-4ec5-aa74-bb18de3b496f,21-04-2024,South,Tamil Nadu,Coimbatore,14,288.43,27.23,Retail,Nike Air Max,P1001
Nike,1a85910d-5a05-4c11-8ffc-a6b199b479d4,12-08-2024,North,Delhi,New Delhi,58,2433.65,45.2,Online,Nike ZoomX,P1002
Nike,a81fdec3-279c-458a-b676-0ce581e5c9f6,06-07-2024,North,Punjab,Amritsar,65,1621.74,22,Wholesale,Nike Air Max,P1001
Nike,59a1120e-1bb4-4332-98e7-012f39681c81,24-11-2024,South,Tamil Nadu,Chennai,36,1162.02,34.62,Online,Nike Pegasus,P1003
Nike,c33a1f6c-1d69-4fba-9e18-7b248e676a01,18-04-2024,East,Bihar,Gaya,40,859.56,22.79,Online,Nike Pegasus,P1003
Nike,6dda4f8d-cea6-4f4c-b9e5-8ff092f837d4,24-11-2024,West,Maharashtra,Mumbai,10,226.29,20.68,Retail,Nike Pegasus,P1003
Nike,d1846c39-c476-4556-b97b-e2dd8f9b72ae,29-08-2024,West,Maharashtra,Mumbai,36,1409.25,33,Online,Nike Air Max,P1001
Nike,8e867f3c-a487-4eab-accb-461a9d132363,11-01-2024,West,Maharashtra,Pune,70,3279.24,61.72,Retail,Nike React,P1004
Nike,d4578ad9-a867-4096-add8-77c89be71737,26-09-2024,West,Maharashtra,Pune,57,1902.28,44.03,Online,Nike React,P1004
Nike,45f50c52-2e2f-4f77-8769-79d644777442,29-09-2024,West,Gujarat,Ahmedabad,82,2011.78,24.1,Online,Nike Pegasus,P1003
Nike,56febfb9-ebe9-4207-8f19-9ec0c32d4526,16-05-2024,North,Delhi,New Delhi,62,1663.17,42.14,Wholesale,Nike Metcon,P1005
Nike,24ac2130-deaf-428d-ae70-983801902620,07-08-2024,West,Rajasthan,Udaipur,97,3606.6,50.15,Retail,Nike Metcon,P1005
Nike,2451e5a4-11d0-49b2-a699-cd99a847bce7,14-10-2024,East,West Bengal,Siliguri,74,3479.01,43.52,Wholesale,Nike Air Max,P1001
Nike,177d6e7e-07d9-44ce-b8c8-8faea2178f84,16-10-2024,South,Tamil Nadu,Coimbatore,31,1371.87,65.49,Online,Nike ZoomX,P1002
Nike,6b7a2460-604e-46cb-b712-f2d187cdb6a1,25-06-2024,West,Maharashtra,Pune,90,4052.09,59.65,Online,Nike ZoomX,P1002
Nike,4fc77768-5ebb-4ca5-a84b-f9625744f596,07-10-2024,North,Delhi,New Delhi,60,1787.03,38.9,Wholesale,Nike Metcon,P1005
Nike,914dcfae-f100-43a7-86de-b2f0530ac1c7,19-08-2024,West,Maharashtra,Pune,63,1540.1,25.66,Online,Nike Air Max,P1001
Nike,27d415b6-0d77-45a0-a222-b6a615bfbe97,02-03-2024,North,Delhi,New Delhi,78,3614.27,61.09,Retail,Nike Pegasus,P1003
Nike,ac8936bc-0cbd-4c03-9e2a-a4acc122b5b3,01-02-2024,West,Rajasthan,Udaipur,32,1026.86,33.05,Retail,Nike Air Max,P1001
Nike,6c8c3b6a-a974-4079-b16f-da0a45a88829,07-07-2024,West,Maharashtra,Pune,98,2104.92,24.27,Online,Nike Pegasus,P1003
Nike,45ee432d-6a07-4213-b129-cec79b69554d,24-03-2024,East,Odisha,Bhubaneswar,48,1363.7,31.74,Retail,Nike Pegasus,P1003
Nike,585d3f86-1d23-44e6-8329-20b7c143f426,15-06-2024,North,Delhi,New Delhi,66,1853.45,33.04,Retail,Nike Pegasus,P1003
Nike,adb14670-ad9f-400d-8882-d73c1c6345ab,18-08-2024,North,Delhi,New Delhi,62,2141.1,37.95,Wholesale,Nike ZoomX,P1002
Nike,4ef492c1-aac9-4316-86e5-27537c93f6cc,18-01-2024,East,West Bengal,Kolkata,49,1724.99,51.66,Wholesale,Nike Air Max,P1001
Nike,996d5c50-fc04-4168-a52f-fb493873e57f,22-01-2024,North,Delhi,New Delhi,17,356.87,33.3,Online,Nike ZoomX,P1002
Nike,f200c261-4d29-41ab-b455-12f701f7c7ec,23-03-2024,East,Bihar,Patna,57,2003.77,35.83,Retail,Nike Pegasus,P1003
Nike,4169b9fc-c3a0-4c6f-a321-d1e1c47104c0,22-04-2024,North,Haryana,Gurgaon,57,2155.81,53.53,Retail,Nike ZoomX,P1002
Nike,7f54a511-01fa-464e-9eb7-4b5653ffd3a2,17-10-2024,West,Rajasthan,Udaipur,30,1274.07,41.91,Retail,Nike Pegasus,P1003
Nike,61554667-2112-407c-acfa-55b06e3f683a,25-07-2024,East,West Bengal,Siliguri,30,1301.85,59.56,Wholesale,Nike Air Max,P1001
Nike,8f0881ee-8011-416b-bae8-8926b423ccde,19-11-2024,South,Kerala,Kochi,44,1420.55,52.75,Wholesale,Nike ZoomX,P1002
Nike,12738a23-5aaa-432f-8e63-22b6ab05347f,03-06-2024,North,Punjab,Ludhiana,86,2297.33,27.68,Online,Nike ZoomX,P1002
Nike,6fac1673-0ad4-4230-bdf6-6ba5dc9c96de,08-01-2024,East,Bihar,Gaya,58,1958.66,46.2,Retail,Nike React,P1004
Nike,dcb33df3-13ee-4dc6-abd1-4d2c75b27455,01-05-2024,East,Bihar,Gaya,23,812.94,35.44,Online,Nike Metcon,P1005
Nike,67884209-92ca-425a-ade5-93329364f3d0,02-10-2024,East,Bihar,Gaya,97,3341.86,42.97,Online,Nike Pegasus,P1003
Nike,1d7c0098-4a1d-4b32-aaed-fdc7a3e05309,06-06-2024,East,Bihar,Gaya,43,1777.31,36.4,Wholesale,Nike Pegasus,P1003
Nike,2bffe17b-5324-41fc-b758-dce20556daea,07-11-2024,East,West Bengal,Kolkata,40,1766.52,40.84,Online,Nike Metcon,P1005
Nike,d4ffa666-75c8-490d-9e3d-750df296d9f0,24-09-2024,West,Rajasthan,Udaipur,13,453.98,44.92,Wholesale,Nike ZoomX,P1002
Nike,6fcc57dd-168f-4e12-9ca2-60c9eb7607c9,23-11-2024,West,Gujarat,Surat,84,4186.78,45.74,Wholesale,Nike Air Max,P1001
Nike,96c044d0-6f88-4f28-be49-fd091b19d8b8,04-06-2024,East,Bihar,Patna,91,4294.82,47.05,Retail,Nike Metcon,P1005
Nike,dedab027-6550-474a-9422-373f862268d1,30-04-2024,East,West Bengal,Kolkata,22,524.44,31.57,Retail,Nike Pegasus,P1003
Nike,5543fc3c-38b8-424e-96ea-57b3beed10b6,29-10-2024,South,Kerala,Trivandrum,38,1014.59,23.78,Retail,Nike Air Max,P1001
Nike,a21b0307-82af-485c-938d-994c2b0abedd,14-02-2024,West,Gujarat,Surat,84,2848.68,50.57,Retail,Nike Pegasus,P1003
Nike,e7ea8d5a-31a3-4c4d-828c-37e787d5b7be,28-10-2024,North,Haryana,Gurgaon,34,802.21,23.4,Wholesale,Nike React,P1004
Nike,f54e2019-ba35-444e-99e1-ac095970a859,14-11-2024,East,Odisha,Bhubaneswar,27,817.56,25.4,Online,Nike ZoomX,P1002
Nike,3c7c1d85-25cf-4041-90a6-43fea53bc024,09-02-2024,West,Maharashtra,Pune,20,599.58,25.15,Retail,Nike ZoomX,P1002
Nike,2c6a6e9a-3280-47a1-8187-222b257d5e52,21-08-2024,East,Bihar,Patna,67,1760.86,24.7,Retail,Nike Air Max,P1001
Nike,a7cf705c-c257-4f73-829d-782b2722796e,30-01-2024,South,Karnataka,Bengaluru,88,3432.41,46.32,Retail,Nike ZoomX,P1002
Nike,a0c14035-c5d9-4f51-b387-e1bd2d5972c6,10-07-2024,West,Gujarat,Ahmedabad,78,3269.74,35.83,Online,Nike Air Max,P1001
Nike,c2874f06-9050-47ef-8123-5c9176c5a0dc,13-08-2024,East,Bihar,Patna,96,3724.86,51.78,Online,Nike Air Max,P1001
Nike,e1cde87f-ec95-4f87-ae5e-c36572eb7474,07-08-2024,East,Odisha,Bhubaneswar,59,2221.95,53.78,Wholesale,Nike Air Max,P1001
Nike,9fe0a8c7-fc8d-4b93-a2a2-e91fa49b1cd9,05-05-2024,North,Punjab,Amritsar,76,2714.99,41.53,Wholesale,Nike React,P1004
Nike,50ee7a92-a091-41e0-b891-b0c3dd3f487e,28-02-2024,South,Karnataka,Mysore,34,1647.05,42.09,Online,Nike Pegasus,P1003
Nike,71348c2a-780b-4657-917b-355b70944bdb,02-09-2024,West,Maharashtra,Mumbai,26,1092.58,44.06,Online,Nike ZoomX,P1002
Nike,97674900-4651-4367-8bdc-43184d85a3d2,22-01-2024,South,Tamil Nadu,Coimbatore,58,1605.07,30.05,Wholesale,Nike Air Max,P1001
Nike,4f76e388-12fe-48bf-81e0-d4895a18e2a3,28-06-2024,North,Haryana,Gurgaon,93,1994.58,32.04,Online,Nike Air Max,P1001
Nike,5e659654-0e90-48b6-89a0-a0f673b0a091,18-11-2024,West,Gujarat,Ahmedabad,42,1724.35,56.76,Retail,Nike Metcon,P1005
Nike,dd3f7d7e-a508-4c95-93a4-a492497de16d,28-11-2024,North,Punjab,Amritsar,94,2641.34,29.17,Wholesale,Nike Air Max,P1001
Nike,81cf3252-9815-4d6c-9d71-3084171dabf9,29-05-2024,South,Karnataka,Bengaluru,89,2534.83,26.6,Online,Nike Metcon,P1005
Nike,f4488385-8de7-4d6c-9490-77c27674456f,03-11-2024,West,Maharashtra,Mumbai,76,2336.06,36.34,Online,Nike Pegasus,P1003
Nike,7321bf6b-0a80-46ec-a558-2e16bd29ede9,19-12-2024,South,Tamil Nadu,Coimbatore,98,2931.97,49.73,Retail,Nike ZoomX,P1002
Nike,30307633-a6de-41d8-9258-17b7cf501889,04-05-2024,North,Delhi,New Delhi,21,467.28,21.52,Wholesale,Nike ZoomX,P1002
Nike,269ed4c9-8059-4b93-b9c2-d2e49ae1a991,25-01-2024,East,Bihar,Patna,47,1594.63,51.42,Retail,Nike React,P1004
Nike,e62d2d06-cf9b-4558-9a7f-195b73557b9d,21-11-2024,South,Tamil Nadu,Coimbatore,96,3146.87,48.96,Retail,Nike Pegasus,P1003
Nike,15969802-b6dd-4257-bb7d-9f1c57eb89b1,14-07-2024,North,Delhi,New Delhi,52,2435.46,39.93,Retail,Nike ZoomX,P1002
Nike,3f6c21f7-0a05-47f0-ac2c-d22ba56895c6,01-10-2024,East,Bihar,Patna,53,1240.99,27.87,Online,Nike Pegasus,P1003
Nike,86295b5d-707d-4251-bdb1-429e7010ed13,22-07-2024,West,Gujarat,Surat,63,2934.77,66.54,Wholesale,Nike React,P1004
Nike,5f733a3e-5d28-4aa4-a8a3-97799c1c3517,22-12-2024,South,Kerala,Kochi,23,1088.75,53.21,Retail,Nike ZoomX,P1002
Nike,c6435300-68a5-4c68-a32d-bb5e486bb6bf,11-05-2024,West,Maharashtra,Pune,88,4037.2,40.67,Online,Nike Pegasus,P1003
Nike,ca0ac6ac-0d67-438e-990f-0c5badcc3daf,02-09-2024,South,Karnataka,Mysore,62,1325.51,28.24,Retail,Nike Air Max,P1001
Nike,54669d19-10df-4974-95ab-946da5b5cdc2,06-02-2024,East,West Bengal,Kolkata,76,3089.19,41.86,Wholesale,Nike Pegasus,P1003
Nike,48bddb3e-62f5-4f2b-adaa-44ca8ed6ad5e,07-04-2024,West,Rajasthan,Jaipur,54,2175.6,48.49,Wholesale,Nike React,P1004
Nike,f6e39356-a814-4562-9a00-3f16b9469bcf,17-12-2024,North,Delhi,New Delhi,70,3225.77,71.45,Retail,Nike Metcon,P1005
Nike,555736f8-267e-4dce-9f8f-41979a4a99b2,01-02-2024,West,Gujarat,Ahmedabad,45,1584.35,37.85,Online,Nike Pegasus,P1003
Nike,eaafe543-2434-4678-a9e2-7ba9952e6abb,15-05-2024,West,Gujarat,Ahmedabad,68,2994.57,50.68,Retail,Nike Air Max,P1001
Nike,b2cf952d-a7f3-43b3-b7ba-f55e4f6b58c8,14-09-2024,West,Gujarat,Surat,73,2890.89,59.86,Wholesale,Nike Air Max,P1001
Nike,b576255e-9854-4f22-a102-f9c964575bc4,30-12-2024,West,Maharashtra,Mumbai,87,3403.97,34.5,Wholesale,Nike Air Max,P1001
Nike,606e0e1c-8f15-4449-8f40-c22f15b02530,06-09-2024,South,Kerala,Trivandrum,56,2491.87,40.21,Online,Nike Pegasus,P1003
Nike,20b71785-d02c-40c1-9417-0a17caaa5bbe,17-09-2024,East,Bihar,Gaya,67,1535.85,23.03,Online,Nike Pegasus,P1003
Nike,bd20563b-f275-45f3-9436-a7a8b3ecb951,23-09-2024,North,Punjab,Amritsar,80,2497.34,47.03,Wholesale,Nike Pegasus,P1003
Nike,a561e1e9-17ec-489c-86c1-b6cbe99630f7,17-09-2024,South,Karnataka,Bengaluru,23,881.49,53.79,Retail,Nike React,P1004
Nike,04aac1b7-5ca0-4428-822c-4d326c645c15,20-05-2024,West,Maharashtra,Pune,53,2263.87,68.03,Online,Nike ZoomX,P1002
Nike,36d55494-f37f-450d-ae25-b5ee4f11d8dc,12-05-2024,North,Punjab,Amritsar,74,3619.76,81.17,Online,Nike Metcon,P1005
Nike,31274148-7c7c-404e-8422-d03ef29a6339,28-03-2024,North,Haryana,Faridabad,71,3083.7,37.9,Wholesale,Nike Metcon,P1005
Nike,13c11754-27aa-4cbc-a337-7bbcfffe77c8,24-04-2024,South,Kerala,Kochi,59,2242.97,33.65,Wholesale,Nike Air Max,P1001
Nike,81f7f3fb-19e4-4c6a-89c2-3e69d82c7565,26-10-2024,West,Gujarat,Ahmedabad,60,2946.88,56.34,Retail,Nike Pegasus,P1003
Nike,e238fe93-bd17-45e8-95ca-69ab8a2e6a93,23-07-2024,South,Tamil Nadu,Coimbatore,99,3501.52,31.98,Wholesale,Nike Metcon,P1005
Nike,e05b46c5-5636-4094-a974-31db09a9d1c1,24-10-2024,East,Bihar,Patna,36,1491.54,40.94,Wholesale,Nike ZoomX,P1002
Nike,6070b6a1-98e5-4499-a18c-6e1c9e374f7a,29-02-2024,South,Kerala,Kochi,79,3089.4,38.11,Wholesale,Nike Metcon,P1005
Nike,b15e54f6-d4d3-4795-ae4b-ebc429890880,26-10-2024,East,Bihar,Gaya,83,3428.21,41.12,Wholesale,Nike Metcon,P1005
Nike,2a60c652-e714-4668-8f1d-7d3a9feefdff,07-10-2024,East,Odisha,Bhubaneswar,23,722.8,49.74,Online,Nike Metcon,P1005
Nike,5d42b9e9-692e-47b6-8b2f-6d5c700b5d5f,19-09-2024,North,Delhi,New Delhi,46,1265.77,24.93,Wholesale,Nike ZoomX,P1002
Nike,71b701aa-f836-4571-bcce-c76cb836c448,25-08-2024,East,West Bengal,Kolkata,67,2578.38,38.28,Online,Nike Pegasus,P1003
Nike,c8a723e9-bfa0-46c2-809c-b50648f1096d,23-06-2024,South,Kerala,Trivandrum,75,2147.19,28.67,Wholesale,Nike ZoomX,P1002
Nike,4f3949a8-3d3a-4582-88b4-f4743be79df4,10-11-2024,West,Gujarat,Surat,80,1631.12,27.16,Online,Nike Pegasus,P1003
Nike,d5c9fdc7-e76a-4ca9-b811-6802c8cc7cfe,16-03-2024,West,Maharashtra,Pune,79,3010.03,35.75,Wholesale,Nike Metcon,P1005
Nike,92070158-f277-4f63-ada5-84175e2ad32d,20-06-2024,South,Karnataka,Mysore,97,2484.1,36.36,Online,Nike ZoomX,P1002
Nike,c7332304-4822-4120-84f9-eccd7630a8a7,28-05-2024,North,Punjab,Ludhiana,45,1256.72,40.09,Wholesale,Nike React,P1004
Nike,f75d599f-6b2d-4b09-8707-9ad480be7e35,03-03-2024,East,West Bengal,Siliguri,100,2119.82,18.32,Online,Nike React,P1004
Nike,9acb394a-cd1f-4318-b31f-63fbd11fc8c0,23-02-2024,North,Haryana,Faridabad,83,2551.63,28.72,Wholesale,Nike React,P1004
Nike,a4244f23-0d5b-47cd-8000-35f0df7d0dd7,05-07-2024,East,Bihar,Patna,76,3312.67,62.66,Online,Nike ZoomX,P1002
Nike,ef2ddcc4-8df6-41da-9f07-c1a5dfc620ce,09-02-2024,West,Maharashtra,Pune,37,1108.39,36.69,Wholesale,Nike ZoomX,P1002
Nike,d9e604b3-8412-4335-988c-656db61e5fdb,18-02-2024,South,Kerala,Trivandrum,93,2180.07,29.03,Online,Nike Metcon,P1005
Nike,290a3abb-c35b-4fea-9578-d70948f9e3d0,15-04-2024,South,Kerala,Kochi,97,3049.79,29.17,Retail,Nike Air Max,P1001
Nike,25b8a42f-836b-45c7-a7c2-25da73069588,18-11-2024,North,Punjab,Amritsar,46,2177.64,43.3,Online,Nike Metcon,P1005
Nike,e916da57-f248-43ab-977a-8a5f6ffe33b3,27-03-2024,East,Bihar,Gaya,15,704.23,65.62,Retail,Nike React,P1004
Nike,597e6845-e277-48c5-b37d-1fb6d11376e0,27-12-2024,North,Delhi,New Delhi,78,3027.02,53.42,Online,Nike Metcon,P1005
Nike,657e01c9-0da2-4e5c-aa36-af1806d3db93,13-07-2024,South,Kerala,Trivandrum,36,1615.05,39.8,Wholesale,Nike Air Max,P1001
Nike,fe9936a3-62db-4850-bc5b-f3a75fbbf0b1,01-02-2024,West,Rajasthan,Jaipur,13,539.58,66.65,Retail,Nike ZoomX,P1002
Nike,519554e3-0737-4c86-b97b-5f515ffa46ef,27-12-2024,North,Delhi,New Delhi,81,3017.16,50.57,Online,Nike Pegasus,P1003
Nike,a663d2cd-b6f6-4bf1-96d4-41cc195d82f8,10-05-2024,East,Odisha,Cuttack,90,2969.17,54.07,Retail,Nike React,P1004
Nike,09ce3cfb-2339-4a19-a563-7cc3ca97ebf5,21-04-2024,North,Haryana,Gurgaon,18,676.23,36.81,Wholesale,Nike Metcon,P1005
Nike,b231c60b-78f2-4e6b-946b-415deada79a3,18-11-2024,North,Punjab,Ludhiana,97,3705.11,49.68,Retail,Nike Pegasus,P1003
Nike,781799ff-b49e-44cc-8243-69e72387eaf6,23-06-2024,West,Gujarat,Surat,70,2520.28,52.81,Online,Nike Air Max,P1001
Nike,144823f7-e7e6-46c7-8158-24639d8776a0,08-01-2024,West,Rajasthan,Udaipur,48,2237.25,39.53,Wholesale,Nike ZoomX,P1002
Nike,2646eaf9-d5c0-444d-b735-262d41843b03,01-08-2024,East,West Bengal,Kolkata,15,557.72,44.45,Online,Nike Air Max,P1001
Nike,871c0884-9bdf-40f2-ba2c-0f19f0b2a5d1,13-06-2024,North,Punjab,Ludhiana,37,1745.25,42.46,Retail,Nike Pegasus,P1003
Nike,3cd5fd7f-49c1-4669-86b3-3fe61c76bdf6,26-04-2024,South,Tamil Nadu,Chennai,88,2273.02,36.44,Retail,Nike ZoomX,P1002
Nike,6b79afcc-3d0a-4f0c-8c39-4ec71f317405,05-09-2024,North,Haryana,Faridabad,19,762.86,53.5,Retail,Nike Metcon,P1005
Nike,10142131-7505-45f5-9f70-8368cb3cf8ca,13-02-2024,South,Kerala,Trivandrum,55,2207.64,54.19,Online,Nike Pegasus,P1003
Nike,98c3e3ca-7ff4-4ec6-a7b7-b4c6d6312a80,27-07-2024,East,Bihar,Patna,50,1675.97,34.56,Retail,Nike ZoomX,P1002
Nike,93364f7e-83ef-49f3-a1c7-cc8a04351b64,03-04-2024,East,Bihar,Patna,82,3626.94,37.64,Retail,Nike Metcon,P1005
Nike,6de299a1-4a90-4d0c-a4c1-73b9b7f28572,01-01-2024,South,Tamil Nadu,Coimbatore,38,1603.39,48.97,Wholesale,Nike ZoomX,P1002
Nike,92170475-3d95-4e3f-9a52-26e69d642932,10-06-2024,East,West Bengal,Siliguri,69,2122.6,39.27,Retail,Nike React,P1004
Nike,15eacbcf-ab10-41ce-aa14-3cd82ff3cde4,22-07-2024,North,Delhi,New Delhi,27,699.11,24.89,Wholesale,Nike Pegasus,P1003
Nike,f4124360-1153-4e99-9c50-8720f982f4e0,23-07-2024,North,Haryana,Gurgaon,74,1549.25,22.06,Wholesale,Nike Air Max,P1001
Nike,fd034ada-c952-4185-81e0-3a5e8b48f496,16-07-2024,West,Rajasthan,Jaipur,80,2904.33,30.27,Retail,Nike Air Max,P1001
Nike,df92a621-63f4-469d-8534-a1018ddce719,01-07-2024,West,Rajasthan,Jaipur,60,2804.59,49.01,Online,Nike Pegasus,P1003
Nike,fb25664d-630a-4767-a2bb-522b0b251279,24-05-2024,East,West Bengal,Siliguri,75,2392.77,35.4,Online,Nike Metcon,P1005
Nike,5b6a8102-0428-4378-bf50-23f440ef3935,02-11-2024,South,Kerala,Kochi,27,668.97,26.36,Retail,Nike Metcon,P1005
Nike,bba205ca-3dba-4da8-9844-f9fc114b9547,12-09-2024,South,Kerala,Trivandrum,15,642.66,57.97,Online,Nike Pegasus,P1003
Nike,94f79dba-c581-4d2d-9a89-b71ea0d572c8,12-10-2024,East,Odisha,Bhubaneswar,95,3375.97,33.06,Online,Nike Air Max,P1001
Nike,0b599562-2227-419f-951f-f086c1b5b5ca,16-05-2024,West,Gujarat,Surat,15,445.83,29.08,Wholesale,Nike Air Max,P1001
Nike,a48e40f1-d042-4dfa-96ab-087a8bc78e81,08-03-2024,East,Bihar,Gaya,79,1992.02,25.41,Wholesale,Nike Metcon,P1005
Nike,76f186ab-af47-4b49-8775-e395d49405f0,27-09-2024,East,Bihar,Patna,42,2065.57,67.03,Retail,Nike Metcon,P1005
Nike,cfbe4fe9-2ea9-4542-a1b9-70d07a8104de,22-02-2024,West,Gujarat,Surat,71,1434.05,17.89,Wholesale,Nike React,P1004
Nike,f1901b7e-c6b4-49ef-b74e-ba9310275b53,26-06-2024,West,Maharashtra,Mumbai,75,2131.82,41.19,Wholesale,Nike Air Max,P1001
Nike,0b36e356-339b-47a8-8b1f-0d7b0977c513,03-11-2024,South,Karnataka,Bengaluru,63,2621.28,46.81,Retail,Nike ZoomX,P1002
Nike,50cae32d-0aba-490e-a2c3-28aa33107475,28-12-2024,West,Gujarat,Ahmedabad,30,1350.03,73.36,Wholesale,Nike Metcon,P1005
Nike,fd372539-65f2-42f9-83f0-2dc74f612217,12-11-2024,North,Delhi,New Delhi,90,1905.82,22.45,Wholesale,Nike ZoomX,P1002
Nike,095ffa81-40d9-4bce-b930-ba208b040f49,19-10-2024,North,Delhi,New Delhi,76,2886.54,40.48,Retail,Nike ZoomX,P1002
Nike,5b62a8df-493e-404d-b0ec-2796a59b457f,30-11-2024,North,Haryana,Faridabad,37,1413.24,43.26,Retail,Nike Air Max,P1001
Nike,a7de02cc-dda4-44a7-8c3c-e284c7e53bbb,08-05-2024,West,Maharashtra,Mumbai,86,3770.11,40.14,Online,Nike React,P1004
Nike,5e368127-cca1-445c-9fdd-980a45f18619,18-06-2024,South,Kerala,Trivandrum,97,4624.04,49.76,Retail,Nike ZoomX,P1002
Nike,7092947d-be49-49ec-a667-d3bbe3b56360,13-12-2024,North,Delhi,New Delhi,26,532.92,22.43,Online,Nike React,P1004
Nike,f945f2fd-56cb-4ab0-a2fb-26d7f4dbca07,13-03-2024,West,Maharashtra,Mumbai,70,2659.61,33.72,Wholesale,Nike ZoomX,P1002
Nike,5e0a72ab-7f5d-4163-b12b-66807f072cb9,24-12-2024,North,Delhi,New Delhi,87,3899.83,39.38,Wholesale,Nike ZoomX,P1002
Nike,cd180a82-4447-4eab-84ef-4324cc1b4157,02-02-2024,West,Rajasthan,Udaipur,15,538.42,48.66,Wholesale,Nike Pegasus,P1003
Nike,6e3c4532-1434-4f62-acac-028cba220065,21-08-2024,West,Gujarat,Surat,99,2270.22,33.71,Wholesale,Nike Metcon,P1005
Nike,8ba435cc-2e32-4567-9284-f54efebec0db,24-04-2024,West,Maharashtra,Mumbai,86,2774.31,45.22,Wholesale,Nike Pegasus,P1003
Nike,53f28f11-147f-4570-9a43-db54523ae993,13-09-2024,North,Haryana,Gurgaon,10,396.36,39.14,Retail,Nike Metcon,P1005
Nike,9a45693d-7227-490e-8e76-833a4baf0f5e,05-10-2024,East,Odisha,Cuttack,29,1146.87,52.58,Retail,Nike Air Max,P1001
Nike,71a3fad2-b094-4d2a-aaa9-3b436d15f16f,16-05-2024,West,Rajasthan,Udaipur,45,1436.56,44.2,Wholesale,Nike Metcon,P1005
